 , ,Wild_Marker.Argentina ,Bhima.Austria ,Florac.Austria ,Gingor.Austria ,jacenat.Austria ,YMK1234.Austria ,henryuuk.Belgium ,Inquatitis.Belgium ,JebusGobson.Belgium ,Leprecon.Belgium ,modomario.Belgium ,Nemo84.Belgium ,Quazz.Belgium ,silverionmox.Belgium ,TheApatheist.Belgium ,9A4172.Bosnia ,hab136.Bulgaria ,guildensterncrantz.Croatia ,neohellpoet.Croatia ,kristynaZ.Czech ,Buffalox.Denmark ,DarthSatoris.Denmark ,Gareth321.Denmark ,Skulder.Denmark ,ThereIsAThingForThat.Denmark ,The_Serious_Account.Denmark ,AnTyx.Estonia ,h2ppyme.Estonia ,noys.Estonia ,ArttuH5N1.Finland ,Delheru.Finland ,falconbox.Finland ,Jushak.Finland ,KapteeniJ.Finland ,kerat.Finland ,makoivis.Finland ,spin0.Finland ,justkjfrost.France ,Kalulosu.France ,keepthepace.France ,Low_discrepancy.France ,MartelFirst.France ,Radulno.France ,ScalSaver.France ,UnluckyLuke.France ,yoshi570.France ,afito.Germany ,Asyx.Germany ,barsoap.Germany ,Chariotwheel.Germany ,DerberAuner.Germany ,DocTomoe.Germany ,Doldenberg.Germany ,escalat0r.Germany ,FrigOffCyrus.Germany ,greenascanbe.Germany ,IHaTeD2.Germany ,iTomes.Germany ,king_of_the_universe.Germany ,Loki-L.Germany ,MarktpLatz.Germany ,misnamed.Germany ,MisterMysterios.Germany ,R88SHUN.Germany ,rEvolutionTU.Germany ,reymt.Germany ,Roflkopt3r.Germany ,roionsteroids.Germany ,SAKUJ0.Germany ,skgoa.Germany ,thewindinthewillows.Germany ,TheZett.Germany ,VERTIKAL19.Germany ,Vik1ng.Germany ,Werner__Herzog.Germany ,xxTheGoDxx.Germany ,christoskal.Greece ,OrangeJuliusPage.Greece ,Poromenos.Greece ,gerusz.Hungary ,marmulak.Hungary ,mszegedy.Hungary ,shinarit.Hungary ,alexmikli.Iceland ,ameya2693.India ,eaturbrainz.Israel ,gprime.Israel ,Adahn5.Italy ,improb.Italy ,IronMew.Italy ,occupythekitchen.Italy ,Dissentient.Latvia ,Airazz.Lithuania ,Dragoniel.Lithuania ,Strazdas1.Lithuania ,Sunjammer0037.Lithuania ,_vargas_.Lithuania ,himit.Malta ,hseldon10.Mexico ,Amanoo.Netherlands ,blockpro156.Netherlands ,BorgDrone.Netherlands ,crackanape.Netherlands ,Jasper1984.Netherlands ,jippiejee.Netherlands ,LaoBa.Netherlands ,Merari01.Netherlands ,ReinierPersoon.Netherlands ,savois-faire.Netherlands ,small_trunks.Netherlands ,SpHornet.Netherlands ,TheActualAWdeV.Netherlands ,TheFlyingBastard.Netherlands ,TheRufmeisterGeneral.Netherlands ,TomSwirly.Netherlands ,Tozapeloda77.Netherlands ,zazzlekdazzle.Netherlands ,AntiChr1st.Norway ,Arve.Norway ,bobosuda.Norway ,foamed.Norway ,rdzzl.Norway ,rubygeek.Norway ,Soltheron.Norway ,TheJack38.Norway ,tso.Norway ,vintermann.Norway ,W00ster.Norway ,Imperium_Dragon.Philippines ,Jakkubus.Poland ,yoshi314.Poland ,FuujinSama.Portugal ,omegaxLoL.Portugal ,adevland.Romania ,dumnezero.Romania ,florinandrei.Romania ,NilacTheGrim.Romania ,postblitz.Romania ,Aemilius_Paulus.Russia ,BabyWookie.Russia ,thefran.Russia ,OmegaVesko.Serbia ,cruyff8.Spain ,Erratic85.Spain ,Eryemil.Spain ,LupineChemist.Spain ,Miguelinileugim.Spain ,MithranArkanere.Spain ,redlightsaber.Spain ,segagamer.Spain ,turtleeatingalderman.Spain ,effa94.Sweden ,essbeck.Sweden ,Falsus.Sweden ,helm.Sweden ,Hovsky.Sweden ,PatHeist.Sweden ,Platypuskeeper.Sweden ,rabbitlion.Sweden ,Rhamni.Sweden ,splergel.Sweden ,theCroc.Sweden ,TinyTinyDwarf.Sweden ,xmnstr.Sweden ,Milleuros.Switzerland ,alexfrancisburchard.Turkey ,Redhaired103.Turkey ,killerstorm.Ukraine
4, ace, 0.3333333333333333, 0.0, 0.9047619047619048, 0.26666666666666666, 0.09090909090909091, 0.09090909090909091, 0.14285714285714285, 0.07692307692307693, 0.09090909090909091, 0.16666666666666666, 0.5, 0.5714285714285714, 0.3, 0.18518518518518517, 0.631578947368421, 0.1111111111111111, 0.0, 0.08333333333333333, 0.18181818181818182, 0.5, 0.08333333333333333, 0.25, 0.02, 0.024390243902439025, 0.05555555555555555, 0.0, 0.0, 0.0, 0.0, 0.1, 0.3684210526315789, 0.022727272727272728, 0.3870967741935484, 0.26666666666666666, 0.07692307692307693, 0.05128205128205128, 0.24528301886792453, 0.0, 0.15, 0.0, 0.125, 0.4, 0.0, 0.3333333333333333, 0.3333333333333333, 0.11538461538461539, 0.20689655172413793, 0.0, 0.09859154929577464, 0.24242424242424243, 0.6732673267326733, 0.0, 0.42857142857142855, 0.6666666666666666, 0.288135593220339, 0.0, 0.0, 0.1, 0.13934426229508196, 0.13043478260869565, 0.0, 0.09523809523809523, 0.15384615384615385, 0.029411764705882353, 0.25, 0.25, 0.6808510638297872, 0.2, 0.3448275862068966, 0.3333333333333333, 0.42857142857142855, 0.5, 0.4444444444444444, 0.5333333333333333, 0.0, 0.14285714285714285, 0.6111111111111112, 0.15217391304347827, 0.2, 0.32142857142857145, 0.07692307692307693, 0.10344827586206896, 0.2857142857142857, 0.23076923076923078, 0.41379310344827586, 0.2982456140350877, 0.16666666666666666, 0.15789473684210525, 0.047619047619047616, 0.0, 0.21052631578947367, 0.07692307692307693, 0.011494252873563218, 0.391304347826087, 0.7614678899082569, 0.0297029702970297, 0.0, 0.2, 0.0, 0.0, 0.5384615384615384, 0.0, 0.08695652173913043, 0.0, 0.05555555555555555, 0.7115384615384616, 0.05405405405405406, 0.07692307692307693, 0.0, 0.0, 0.07142857142857142, 0.17647058823529413, 0.2857142857142857, 0.047619047619047616, 0.23529411764705882, 0.5, 0.0975609756097561, 0.17857142857142858, 0.08333333333333333, 0.15384615384615385, 0.16666666666666666, 0.3, 0.10344827586206896, 0.041666666666666664, 0.23529411764705882, 0.16666666666666666, 0.047619047619047616, 0.02040816326530612, 0.6041666666666666, 0.18518518518518517, 0.013157894736842105, 0.36, 0.5, 0.0, 0.0, 0.05, 0.044444444444444446, 0.2571428571428571, 0.6448598130841121, 0.4, 0.09090909090909091, 0.09090909090909091, 0.17857142857142858, 0.0, 0.07692307692307693, 0.3333333333333333, 0.2, 0.0, 0.07692307692307693, 0.0, 0.0, 0.4642857142857143, 0.0, 0.29411764705882354, 0.15, 0.1111111111111111, 0.0, 0.0, 0.8235294117647058, 0.1, 0.08823529411764706, 0.0, 0.56, 0.0, 0.8153846153846154, 0.0, 0.0, 0.0
4, nail, 0.6666666666666666, 1.0, 0.09523809523809523, 0.7333333333333333, 0.9090909090909091, 0.9090909090909091, 0.8571428571428571, 0.9230769230769231, 0.9090909090909091, 0.8333333333333334, 0.5, 0.42857142857142855, 0.7, 0.8148148148148148, 0.3684210526315789, 0.8888888888888888, 1.0, 0.9166666666666666, 0.8181818181818182, 0.5, 0.9166666666666666, 0.75, 0.98, 0.975609756097561, 0.9444444444444444, 1.0, 1.0, 1.0, 1.0, 0.9, 0.631578947368421, 0.9772727272727273, 0.6129032258064516, 0.7333333333333333, 0.9230769230769231, 0.9487179487179487, 0.7547169811320755, 1.0, 0.85, 1.0, 0.875, 0.6, 1.0, 0.6666666666666666, 0.6666666666666666, 0.8846153846153846, 0.7931034482758621, 1.0, 0.9014084507042254, 0.7575757575757576, 0.32673267326732675, 1.0, 0.5714285714285714, 0.3333333333333333, 0.711864406779661, 1.0, 1.0, 0.9, 0.860655737704918, 0.8695652173913043, 1.0, 0.9047619047619048, 0.8461538461538461, 0.9705882352941176, 0.75, 0.75, 0.3191489361702128, 0.8, 0.6551724137931034, 0.6666666666666666, 0.5714285714285714, 0.5, 0.5555555555555556, 0.4666666666666667, 1.0, 0.8571428571428571, 0.3888888888888889, 0.8478260869565217, 0.8, 0.6785714285714286, 0.9230769230769231, 0.896551724137931, 0.7142857142857143, 0.7692307692307693, 0.5862068965517241, 0.7017543859649122, 0.8333333333333334, 0.8421052631578947, 0.9523809523809523, 1.0, 0.7894736842105263, 0.9230769230769231, 0.9885057471264368, 0.6086956521739131, 0.23853211009174313, 0.9702970297029703, 1.0, 0.8, 1.0, 1.0, 0.46153846153846156, 1.0, 0.9130434782608695, 1.0, 0.9444444444444444, 0.28846153846153844, 0.9459459459459459, 0.9230769230769231, 1.0, 1.0, 0.9285714285714286, 0.8235294117647058, 0.7142857142857143, 0.9523809523809523, 0.7647058823529411, 0.5, 0.9024390243902439, 0.8214285714285714, 0.9166666666666666, 0.8461538461538461, 0.8333333333333334, 0.7, 0.896551724137931, 0.9583333333333334, 0.7647058823529411, 0.8333333333333334, 0.9523809523809523, 0.9795918367346939, 0.3958333333333333, 0.8148148148148148, 0.9868421052631579, 0.64, 0.5, 1.0, 1.0, 0.95, 0.9555555555555556, 0.7428571428571429, 0.35514018691588783, 0.6, 0.9090909090909091, 0.9090909090909091, 0.8214285714285714, 1.0, 0.9230769230769231, 0.6666666666666666, 0.8, 1.0, 0.9230769230769231, 1.0, 1.0, 0.5357142857142857, 1.0, 0.7058823529411765, 0.85, 0.8888888888888888, 1.0, 1.0, 0.17647058823529413, 0.9, 0.9117647058823529, 1.0, 0.44, 1.0, 0.18461538461538463, 1.0, 1.0, 1.0
5, ache, 0, 0.07692307692307693, 0, 0, 1.0, 0.16666666666666666, 0.2857142857142857, 1.0, 0.25, 0.0, 0.0, 0.0, 0.75, 0.6666666666666666, 0.5, 0, 0.0, 0.6, 0.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.1111111111111111, 0.0, 0, 0.0, 0.0, 0.7142857142857143, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.6666666666666666, 0, 0.0, 0.42857142857142855, 0.0, 0.0, 0.5, 0.15384615384615385, 0.0, 1.0, 0.5, 0.8181818181818182, 0.2, 0.0, 1.0, 0.7272727272727273, 0.2, 0.06666666666666667, 0, 0.3333333333333333, 0.5, 0, 0.0, 0.0, 0, 0, 0, 0.045454545454545456, 0.0, 1.0, 1.0, 0.6666666666666666, 0, 0.0, 0.3333333333333333, 0.5, 0.25, 0.0, 0, 0.0, 0, 0, 1.0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.25, 0.0, 0.8, 0.36363636363636365, 1.0, 0.2, 0.375, 1.0, 0.8235294117647058, 0.3333333333333333, 0.8, 0.0, 0, 0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.3333333333333333, 0.003663003663003663, 0.0, 0.16666666666666666, 0.5, 0, 0.6, 0.5, 0.7142857142857143, 1.0, 0.9375, 0.18181818181818182, 0.625, 0, 0.2, 0.2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.25, 0, 0, 0.42857142857142855, 0.0, 0.25, 0.125, 0.07692307692307693, 0.5, 0.0, 0.0, 0.3333333333333333, 0.25, 0.2222222222222222, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0, 0, 0.0, 0.2727272727272727, 0.5, 0.0, 0.0, 0.0, 0.5, 0.16666666666666666, 0.5, 1.0, 1.0, 0.0, 0.0, 0.5384615384615384, 0.023809523809523808
5, yearn, 0, 0.0, 0, 0, 0.0, 0.0, 0.42857142857142855, 0.0, 0.25, 0.3333333333333333, 0.0, 0.5, 0.0, 0.0, 0.3333333333333333, 0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.16666666666666666, 0.14285714285714285, 0.0, 0.5555555555555556, 0.0, 0.0, 0, 1.0, 0.07142857142857142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.15555555555555556, 0, 0.0, 0.5, 0, 0.25, 0.0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.16666666666666666, 0, 0.0, 0, 0, 0.0, 0, 0.0, 0.0, 0.8, 0.0, 0.75, 0.0, 0.5, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.45454545454545453, 0.0, 0.0, 0.0, 0.0, 0.058823529411764705, 0.08333333333333333, 0.0, 0.0, 0, 0, 0.25, 0.0625, 1.0, 0.0, 0.17647058823529413, 0.42857142857142855, 1.0, 0.3333333333333333, 0.0, 1.0, 0.16666666666666666, 0.0, 0, 0.0, 0.25, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.4, 0, 0.0, 0.09090909090909091, 0.25, 0.6666666666666666, 1.0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0.25, 0.0625, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5555555555555556, 0.0, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.0
5, yen, 0, 0.46153846153846156, 0, 0, 0.0, 0.16666666666666666, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.1111111111111111, 1.0, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.5, 0.6923076923076923, 0.0, 0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.2727272727272727, 0.0, 0.7555555555555555, 0, 0.3333333333333333, 0.0, 0, 0.0, 0.0, 0, 0, 0, 0.8636363636363636, 1.0, 0.0, 0.0, 0.0, 0, 1.0, 0.0, 0.5, 0.0, 0.16666666666666666, 0, 1.0, 0, 0, 0.0, 0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.08333333333333333, 0.2, 1.0, 0, 0, 0.0, 0.8125, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.007326007326007326, 0.0, 0.0, 0.0, 0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.4, 0, 0.0, 0.09090909090909091, 0.5, 0.0, 0.0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0.0, 0.6875, 0.3076923076923077, 0.0, 1.0, 1.0, 0.47619047619047616, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0, 0, 0.5, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.9761904761904762
5, pine, 0, 0.46153846153846156, 0, 0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.5, 0.6666666666666666, 1.0, 0.5, 0.25, 0.16666666666666666, 0.16666666666666666, 0, 1.0, 0.3, 1.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.7777777777777778, 0.0, 0, 0.0, 0.8333333333333334, 0.14285714285714285, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0, 0.0, 0.5, 0.6666666666666666, 1.0, 0.0, 0.15384615384615385, 1.0, 0.0, 0.5, 0.09090909090909091, 0.6, 1.0, 0.0, 0.0, 0.6, 0.022222222222222223, 0, 0.3333333333333333, 0.0, 0, 0.75, 1.0, 0, 0, 0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.3333333333333333, 0, 0.0, 0.0, 0.0, 0.75, 0.6666666666666666, 0, 0.0, 0, 0, 0.0, 0, 0.5, 1.0, 0.2, 1.0, 0.25, 0.0, 0.0, 1.0, 0.5, 0.3, 1.0, 0.75, 1.0, 0.0, 0.18181818181818182, 0.0, 0.76, 0.625, 0.0, 0.11764705882352941, 0.5, 0.0, 0.0, 0, 0, 0.25, 0.125, 0.0, 0.6666666666666666, 0.8235294117647058, 0.42857142857142855, 0.0, 0.3333333333333333, 0.989010989010989, 0.0, 0.6666666666666666, 0.5, 0, 0.2, 0.25, 0.0, 0.0, 0.0625, 0.8181818181818182, 0.375, 0, 0.8, 0.0, 0, 1.0, 0.8181818181818182, 0.25, 0.3333333333333333, 0.0, 0.3333333333333333, 0.75, 0, 0, 0.5714285714285714, 1.0, 0.5, 0.125, 0.46153846153846156, 0.5, 0.0, 0.0, 0.19047619047619047, 0.25, 0.2222222222222222, 0.0, 0.0, 1.0, 0.14285714285714285, 0.0, 0.5, 0, 0, 0.5, 0.5454545454545454, 0.5, 1.0, 1.0, 1.0, 0.0, 0.8333333333333334, 0.5, 0.0, 0.0, 1.0, 0.6666666666666666, 0.46153846153846156, 0.0
6, achievable, 0.046511627906976744, 0.0, 0.4444444444444444, 0.0, 0.061224489795918366, 0.11940298507462686, 0.05, 0.02702702702702703, 0.0, 0.0, 0.11764705882352941, 0.7272727272727273, 0.0, 0.2803030303030303, 0.08, 0.7777777777777778, 0.14705882352941177, 0.0, 0.045454545454545456, 0.25, 0.5, 0.0, 0.375, 0.125, 0.0, 0.14285714285714285, 0.1, 0.1, 0.28, 0.11764705882352941, 0.0, 0.034482758620689655, 0.0, 0.125, 1.0, 0.17857142857142858, 0.3333333333333333, 0.0625, 0.06666666666666667, 0.11363636363636363, 0.2857142857142857, 0.0, 0.0, 0.23076923076923078, 0.125, 0.25, 0.027777777777777776, 0.3225806451612903, 0.08955223880597014, 0.1111111111111111, 0.2631578947368421, 0.5, 0.0, 0.07142857142857142, 0.0, 0, 0.0, 0.1111111111111111, 0.23809523809523808, 0.21153846153846154, 0.23333333333333334, 0.2916666666666667, 0.3333333333333333, 0.0, 0.10526315789473684, 0.25, 0.0, 0.0, 0.20833333333333334, 0.5714285714285714, 0.038461538461538464, 0.0, 0.020618556701030927, 0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.047619047619047616, 0.15789473684210525, 0.20833333333333334, 0.1111111111111111, 0.0625, 0.0, 0.6470588235294118, 0.2459016393442623, 0.2222222222222222, 0.2, 0.2777777777777778, 0.13333333333333333, 0.375, 0.05263157894736842, 0.09090909090909091, 0.0, 0.10714285714285714, 0.15384615384615385, 0.0, 0.0, 0.25, 0.125, 0.25, 0.02702702702702703, 0.03773584905660377, 0.1, 0.07142857142857142, 0.0, 0.0, 0.16666666666666666, 0.09090909090909091, 0.21428571428571427, 0.9, 0.0, 0.0, 0.0, 0.06666666666666667, 0.15384615384615385, 0.058823529411764705, 0.18181818181818182, 0.20754716981132076, 0.029411764705882353, 0.3333333333333333, 0.0, 0.39344262295081966, 0.5454545454545454, 0.0, 0.0, 0.08333333333333333, 0.2, 0.0, 0.1, 0.0, 0.07407407407407407, 0.3333333333333333, 0.3333333333333333, 0.14814814814814814, 0.05670103092783505, 0.0, 0.2727272727272727, 0.11428571428571428, 0.043478260869565216, 0.7142857142857143, 0.23529411764705882, 0.1, 1.0, 0.38461538461538464, 0.11, 0.625, 0.0, 0.38095238095238093, 0.08, 0.3333333333333333, 0.3333333333333333, 1.0, 0.09090909090909091, 0.2413793103448276, 0.045454545454545456, 0.17647058823529413, 0.2, 0.0, 0.0, 0.0784313725490196, 0.1875, 0.2857142857142857, 0.0, 0.0, 0.0, 0.0, 0.12962962962962962
6, doable, 0.5581395348837209, 0.85, 0.5555555555555556, 0.3333333333333333, 0.9183673469387755, 0.7761194029850746, 0.8, 0.8648648648648649, 0.7142857142857143, 0.5, 0.6470588235294118, 0.2727272727272727, 0.3333333333333333, 0.12121212121212122, 0.44, 0.0, 0.6764705882352942, 0.8181818181818182, 0.7272727272727273, 0.625, 0.0, 0.8, 0.125, 0.875, 1.0, 0.8571428571428571, 0.55, 0.4, 0.44, 0.7647058823529411, 0.8, 0.41379310344827586, 0.6666666666666666, 0.625, 0.0, 0.48214285714285715, 0.0, 0.4375, 0.7833333333333333, 0.7045454545454546, 0.42857142857142855, 0.6666666666666666, 0.4666666666666667, 0.23076923076923078, 0.875, 0.6666666666666666, 0.9166666666666666, 0.1935483870967742, 0.6119402985074627, 0.2222222222222222, 0.6842105263157895, 0.25, 0.3333333333333333, 0.8571428571428571, 1.0, 0, 0.9090909090909091, 0.7777777777777778, 0.5238095238095238, 0.5961538461538461, 0.1, 0.4166666666666667, 0.6666666666666666, 1.0, 0.631578947368421, 0.5, 0.53125, 0.2222222222222222, 0.6666666666666666, 0.42857142857142855, 0.9230769230769231, 1.0, 0.9175257731958762, 0.0, 0.0, 0.6818181818181818, 1.0, 0.9565217391304348, 0.9047619047619048, 0.5789473684210527, 0.7083333333333334, 0.6666666666666666, 0.6875, 0.3, 0.23529411764705882, 0.5901639344262295, 0.6666666666666666, 0.4, 0.5833333333333334, 0.6666666666666666, 0.25, 0.7894736842105263, 0.5909090909090909, 0.7857142857142857, 0.8214285714285714, 0.6153846153846154, 0.0, 0.88, 0.25, 0.5, 0.75, 0.8918918918918919, 0.4528301886792453, 0.88, 0.8571428571428571, 0.8181818181818182, 0.0, 0.8333333333333334, 0.7272727272727273, 0.5, 0.0, 0.8, 1.0, 0.7142857142857143, 0.8666666666666667, 0.7692307692307693, 0.17647058823529413, 0.7272727272727273, 0.5094339622641509, 0.6176470588235294, 0.6666666666666666, 1.0, 0.36065573770491804, 0.36363636363636365, 0.8, 0.08333333333333333, 0.75, 0.0, 0.8333333333333334, 0.7, 0.5294117647058824, 0.2962962962962963, 0.5, 0.6666666666666666, 0.6666666666666666, 0.9123711340206185, 0.6521739130434783, 0.45454545454545453, 0.45714285714285713, 0.6956521739130435, 0.2857142857142857, 0.5882352941176471, 0.4, 0.0, 0.38461538461538464, 0.75, 0.125, 1.0, 0.47619047619047616, 0.76, 0.5555555555555556, 0.6666666666666666, 0.0, 0.6363636363636364, 0.2413793103448276, 0.6363636363636364, 0.5294117647058824, 0.8, 0.8571428571428571, 0.9259259259259259, 0.803921568627451, 0.4375, 0.42857142857142855, 0.3333333333333333, 0.7142857142857143, 0.9375, 0.0, 0.6296296296296297
6, manageable, 0.3953488372093023, 0.15, 0.0, 0.6666666666666666, 0.02040816326530612, 0.1044776119402985, 0.15, 0.10810810810810811, 0.2857142857142857, 0.5, 0.23529411764705882, 0.0, 0.6666666666666666, 0.5984848484848485, 0.48, 0.2222222222222222, 0.17647058823529413, 0.18181818181818182, 0.22727272727272727, 0.125, 0.5, 0.2, 0.5, 0.0, 0.0, 0.0, 0.35, 0.5, 0.28, 0.11764705882352941, 0.2, 0.5517241379310345, 0.3333333333333333, 0.25, 0.0, 0.3392857142857143, 0.6666666666666666, 0.5, 0.15, 0.18181818181818182, 0.2857142857142857, 0.3333333333333333, 0.5333333333333333, 0.5384615384615384, 0.0, 0.08333333333333333, 0.05555555555555555, 0.4838709677419355, 0.29850746268656714, 0.6666666666666666, 0.05263157894736842, 0.25, 0.6666666666666666, 0.07142857142857142, 0.0, 0, 0.09090909090909091, 0.1111111111111111, 0.23809523809523808, 0.19230769230769232, 0.6666666666666666, 0.2916666666666667, 0.0, 0.0, 0.2631578947368421, 0.25, 0.46875, 0.7777777777777778, 0.125, 0.0, 0.038461538461538464, 0.0, 0.061855670103092786, 1.0, 1.0, 0.22727272727272727, 0.0, 0.043478260869565216, 0.047619047619047616, 0.2631578947368421, 0.08333333333333333, 0.2222222222222222, 0.25, 0.7, 0.11764705882352941, 0.16393442622950818, 0.1111111111111111, 0.4, 0.1388888888888889, 0.2, 0.375, 0.15789473684210525, 0.3181818181818182, 0.21428571428571427, 0.07142857142857142, 0.23076923076923078, 1.0, 0.12, 0.5, 0.375, 0.0, 0.08108108108108109, 0.5094339622641509, 0.02, 0.07142857142857142, 0.18181818181818182, 1.0, 0.0, 0.18181818181818182, 0.2857142857142857, 0.1, 0.2, 0.0, 0.2857142857142857, 0.06666666666666667, 0.07692307692307693, 0.7647058823529411, 0.09090909090909091, 0.2830188679245283, 0.35294117647058826, 0.0, 0.0, 0.2459016393442623, 0.09090909090909091, 0.2, 0.9166666666666666, 0.16666666666666666, 0.8, 0.16666666666666666, 0.2, 0.47058823529411764, 0.6296296296296297, 0.16666666666666666, 0.0, 0.18518518518518517, 0.030927835051546393, 0.34782608695652173, 0.2727272727272727, 0.42857142857142855, 0.2608695652173913, 0.0, 0.17647058823529413, 0.5, 0.0, 0.23076923076923078, 0.14, 0.25, 0.0, 0.14285714285714285, 0.16, 0.1111111111111111, 0.0, 0.0, 0.2727272727272727, 0.5172413793103449, 0.3181818181818182, 0.29411764705882354, 0.0, 0.14285714285714285, 0.07407407407407407, 0.11764705882352941, 0.375, 0.2857142857142857, 0.6666666666666666, 0.2857142857142857, 0.0625, 1.0, 0.24074074074074073
7, acquaintance, 0.0, 0.96, 0, 0.90625, 0.25, 0.0, 0.8571428571428571, 0.5, 1.0, 0.5833333333333334, 0.6666666666666666, 0.5454545454545454, 1.0, 0.7101449275362319, 0.5, 1.0, 0.7272727272727273, 0.5, 0.1, 0.25, 0.0, 1.0, 0.9090909090909091, 0.6666666666666666, 1.0, 0, 0, 0.9285714285714286, 1.0, 0.25, 0.8333333333333334, 0.0, 0.8571428571428571, 0.0, 1.0, 0.75, 1.0, 1.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 0.6, 0.6666666666666666, 1.0, 0.5, 0, 0.5, 0.8888888888888888, 0.4, 0.0, 1.0, 0.875, 0.4, 1.0, 0, 0, 0.0, 1.0, 0.8181818181818182, 0, 0.0, 1.0, 0.16666666666666666, 1.0, 0.0, 0.25, 1.0, 0.4444444444444444, 0.4, 0.8648648648648649, 0, 0.0, 0, 0, 0.8, 0.0, 0.7083333333333334, 0.42857142857142855, 0.4, 0.34375, 0.0, 0.75, 1.0, 0, 0.68, 0.2631578947368421, 0.8571428571428571, 0.5, 0.926829268292683, 1.0, 0.9285714285714286, 0.8888888888888888, 1.0, 0.0, 1.0, 0.5, 0.9090909090909091, 0.6666666666666666, 0.7, 0.0, 0.6666666666666666, 0.75, 0.0, 0.3333333333333333, 0.95, 0.0, 0.36363636363636365, 0.75, 0, 1.0, 0.5, 0.5, 0.5, 0.6111111111111112, 0.6666666666666666, 0.8823529411764706, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 0.5, 0.45454545454545453, 0.38461538461538464, 1.0, 0.2857142857142857, 0.4444444444444444, 0.6666666666666666, 1.0, 0.4, 0.5, 1.0, 0, 0.5, 0.8, 0.375, 1.0, 0.2727272727272727, 0.7878787878787878, 0.38095238095238093, 0.6, 0.2, 0.6428571428571429, 1.0, 0.42857142857142855, 0.4, 1.0, 1.0, 0.7142857142857143, 0.0, 0.5, 0, 0, 0.8333333333333334, 0.9, 0.2727272727272727, 1.0, 0.6666666666666666, 0.7272727272727273, 0.8888888888888888, 0.5, 0.75, 1.0, 1.0, 0.0, 0.6, 1.0, 0.0
